"BR_1"	"BR_2"	"BR_3"	"BRC1_1"	"BRC1_2"	"BRC1_3"	"BRC17_1"	"BRC17_2"	"BRC17_3"	"BRC30_1"	"BRC30_2"	"BRC30_3"	"BRC5_1"	"BRC5_2"	"BRC5_3"	"PC1_1"	"PC1_2"	"PC1_3"	"PC17_1"	"PC17_2"	"PC17_3"	"PC30_1"	"PC30_2"	"PC30_3"	"PC5_1"	"PC5_2"	"PC5_3"	"PM_1"	"PM_2"	"PM_3"
"PC17_3"	0.275043860936778	0.360684513934035	0.380297203181285	0.237743643435923	0.234852393633361	0.240416792780587	0.187976778900766	0.180373419285566	0.181223378214835	0.261405631039955	0.262476191881023	0.26185067873495	0.139844648591896	0.142741400646524	0.14479795256078	0.208554246250375	0.212407348646678	0.212008166596022	0.0185794647973062	0.0182880465874397	0	0.0894243559993959	0.084556689743513	0.0844420330733076	0.200246960671775	0.188031366167818	0.18882823788877	0.198801622107086	0.197118043900512	0.199447923362947
"PC30_1"	0.281898942299955	0.390356692780997	0.396222569992864	0.218970405319302	0.207391508131491	0.217487306085999	0.184915027730376	0.186150816911971	0.188749555803575	0.226201300900906	0.230431242830518	0.226852547368089	0.171013338559733	0.165283032931667	0.171481054558342	0.271953544212246	0.273298212212995	0.273030617491891	0.106350257092043	0.101566099960137	0.0894243559993959	0	0.0159945435994171	0.012501214077664	0.276677137770142	0.268140485202395	0.270969325256809	0.241478812703897	0.248427156923277	0.254460618330969
"PC30_2"	0.279104028599477	0.391074804376914	0.396978026663624	0.215772551961691	0.204163565941689	0.216271113012935	0.186447549169794	0.187619369680107	0.190164790562539	0.222180701431785	0.226308770159096	0.22381095372244	0.172445100948911	0.166689640571755	0.172911989667236	0.270316339670433	0.274588464460345	0.274322895628737	0.101555901363665	0.0967968889714019	0.084556689743513	0.0159945435994171	0	0.018558692558055	0.271625984663718	0.263315842663864	0.266159078013561	0.243349485110121	0.250333681118843	0.256365174689591
"PC30_3"	0.276409151448432	0.386146129583395	0.391908171355439	0.213557338958826	0.202055934937096	0.214818243138124	0.178353967619084	0.179540524250159	0.182087751396924	0.22138532866579	0.225608804198952	0.222056737734345	0.164523790750673	0.159367220425744	0.165000296579329	0.262864196152219	0.267057522562607	0.266777367031259	0.101311740377492	0.0965713083088976	0.0844420330733076	0.012501214077664	0.018558692558055	0	0.270964484471368	0.262343225755297	0.265179889087573	0.234311685176091	0.241183532673784	0.247274647323389
"PC5_1"	0.326853847004641	0.427718651165779	0.440645058184969	0.302364838759401	0.306867169224868	0.306350529130219	0.253906826440176	0.246338299937121	0.247279704106822	0.32493746826215	0.325395726396176	0.324991602182471	0.217785501658553	0.218461128508137	0.217601062268603	0.178632691932929	0.184001783293316	0.19449364198332	0.185706198006761	0.183954293038938	0.200246960671775	0.276677137770142	0.271625984663718	0.270964484471368	0	0.0214668431788678	0.02157853166855	0.245796350662816	0.249464335824319	0.237985897248425
"PC5_2"	0.321312898882264	0.422763019522288	0.435839978113807	0.296183203801177	0.297429402957638	0.29934441986379	0.247186722516983	0.239562649313649	0.240486738473262	0.319040493278566	0.319528715683934	0.319123407452583	0.208147102124299	0.208855678609835	0.207976317215448	0.176510173385184	0.181935016586209	0.192554076146834	0.173385844332564	0.171662545975353	0.188031366167818	0.268140485202395	0.263315842663864	0.262343225755297	0.0214668431788678	0	0.0121906992260705	0.237820303148896	0.241506303075034	0.22996094758875
"PC5_3"	0.322494927145361	0.423188600978819	0.436215808526883	0.297459302420174	0.298996099399515	0.300622117386202	0.248582107231563	0.240974568255543	0.241909428213049	0.320215152643829	0.320696955509613	0.320292205494796	0.208009897084256	0.208716302177635	0.207839946654256	0.173755412066348	0.179148332714203	0.189727917866371	0.174222778934338	0.172513224790945	0.18882823788877	0.270969325256809	0.266159078013561	0.265179889087573	0.02157853166855	0.0121906992260705	0	0.240802114676773	0.244487771958246	0.232947620596981
"PM_1"	0.156862336258175	0.237510591408855	0.252866316925716	0.142434792512504	0.150870249903166	0.149972454998382	0.128878577574336	0.126570425415356	0.124211300747446	0.149693858051814	0.150800198611491	0.153018830619182	0.123523752551263	0.130800107318474	0.122494025173892	0.228862384583933	0.228456971042433	0.227042891111384	0.201312553442336	0.199583066248321	0.198801622107086	0.241478812703897	0.243349485110121	0.234311685176091	0.245796350662816	0.237820303148896	0.240802114676773	0	0.0269833472099402	0.0318673014409497
"PM_2"	0.156335899170276	0.236115458583233	0.244976758242845	0.154706707923585	0.163175302894529	0.162447583042383	0.13308286809297	0.130722372891655	0.126446605450381	0.146343306969572	0.147472116793663	0.149706454808572	0.135122654830451	0.13642687137728	0.134414043982653	0.22947070087263	0.229067361050811	0.227648382060519	0.206684153581654	0.206173732242689	0.197118043900512	0.248427156923277	0.250333681118843	0.241183532673784	0.249464335824319	0.241506303075034	0.244487771958246	0.0269833472099402	0	0.0180706024340735
"PM_3"	0.16023826003948	0.24482499173568	0.259391677373447	0.163618013023956	0.171946962658116	0.171353455566334	0.142187532260538	0.139776346221121	0.135613718125979	0.15446396305697	0.155536442722498	0.157728321900861	0.136568597567817	0.143738724222042	0.134764857269364	0.216865997145269	0.216387584185317	0.216603657614428	0.199315771975798	0.195968973136543	0.199447923362947	0.254460618330969	0.256365174689591	0.247274647323389	0.237985897248425	0.22996094758875	0.232947620596981	0.0318673014409497	0.0180706024340735	0
